what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432679833586
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1432679834435
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1432679834807
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432679837540
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432679837699
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432679839443
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1432680206682
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680208015
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680209762
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1432680211059
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680214066
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432680214209
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432680215142
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680219521
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680221905
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1432680225917
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432680227034
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680227599
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680228969
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1432680229811
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680234853
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1432680235849
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680236635
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680239313
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680243242
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1432680244878
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432680245270
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680245641
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680250049
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432680252904
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680254647
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680261025
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680264109
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680264563
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680265400
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1432680266624
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432680266996
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680267484
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680268088
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432680269863
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1432680272187
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432680273029
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680273803
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680274696
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680276489
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680277506
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680894124
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1432680895472
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1432680895630
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432680895944
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1432680902091
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680903816
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1432680907010
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432680907328
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680907747
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680912228
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680913568
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680921505
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680921967
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680923335
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432680925956
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680928098
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680928181
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680935039
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432680936950
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680946072
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1432680953778
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680954593
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1432680955981
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432680956343
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680956670
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432680960534
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680962590
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432680973963
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680976149
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1432680987006
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432680987822
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1432680989637
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432681002939
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681003223
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681213391
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432681217687
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432681219983
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681221899
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1432681221958
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681238114
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1432681242070
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432681242752
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432681246143
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432681248508
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1432681253502
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432681253843
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681257088
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681257645
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681260413
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681263094
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432681265171
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432681266483
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1432681269370
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432681270795
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681271592
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1432681271645
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1432681271876
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681274255
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681280621
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681281166
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681281638
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681285352
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432681287095
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432681289487
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1432681294283
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432681297948
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681298323
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681301589
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681306504
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681307818
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1432681314182
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1432681315080
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432681320145
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1432681322622
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1432681332917
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1432681335163
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1432681335316
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1432681335476
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1432681335689
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1432681335877
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432681336758
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681337131
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432681340103
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432681342847
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1432681347666
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432681347947
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432682009768
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432682017425
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1432682021706
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1432682022339
